Size,Length_STD,Length_ADV,CR_STD,CR_ADV
668, 4258688, 3346112, 1.8006616122148418, 2.2917511428188897
669, 4257904, 3345496, 1.8009931647120274, 2.2921731187243983
670, 4257148, 3344902, 1.8013129917024262, 2.2925801712576335
671, 4256308, 3344242, 1.8016684882766942, 2.2930326214430656
672, 4255496, 3343604, 1.8020122683701265, 2.2934701597437974
673, 4254908, 3343142, 1.8022612944862733, 2.2937871020734386
674, 4254292, 3342658, 1.802522252821386, 2.2941192308635823
675, 4253732, 3342218, 1.8027595532581742, 2.2944212496013128
676, 4252920, 3341580, 1.8031037498941904, 2.2948593180471515
677, 4252164, 3340986, 1.8034243270014985, 2.2952673252746343
678, 4251352, 3340348, 1.80376877755594, 2.295705716889378
679, 4250540, 3339710, 1.804113359714295, 2.296144276000012
680, 4249840, 3339160, 1.804410518984244, 2.2965224787072196
681, 4249168, 3338632, 1.8046958839942313, 2.2968856705381127
682, 4248496, 3338104, 1.804981339278653, 2.2972489772637403
683, 4247908, 3337642, 1.8052311867394493, 2.297566964941117
684, 4247320, 3337180, 1.8054811033781302, 2.2978850406630746
685, 4246648, 3336652, 1.8057668071382418, 2.2982486636304893
686, 4245892, 3336058, 1.8060883319688772, 2.298657877051298
687, 4245108, 3335442, 1.8064218860862904, 2.2990824004734605
688, 4244296, 3334804, 1.8067674827580358, 2.2995222507829545
689, 4243764, 3334386, 1.8069939798725847, 2.2998105198378354
690, 4242728, 3333572, 1.8074352162099478, 2.3003720933581158
691, 4242112, 3333088, 1.8076976751203175, 2.300706131971313
692, 4241328, 3332472, 1.8080318239947488, 2.301131412356953
693, 4240460, 3331790, 1.808401918659768, 2.301602441930614
694, 4239844, 3331306, 1.8086646584166777, 2.3019368379848624
695, 4239060, 3330690, 1.8089991649092017, 2.302362573520802
696, 4238444, 3330206, 1.8092620782532458, 2.302697190504131
697, 4237856, 3329744, 1.8095131122907433, 2.303016688370037
698, 4237044, 3329106, 1.8098598928875886, 2.3034580454932945
699, 4236316, 3328534, 1.8101709126514642, 2.303853888829136
700, 4235644, 3328006, 1.8104581027111817, 2.304219403450595
701, 4234860, 3327390, 1.8107932729771468, 2.304645983789096
702, 4234188, 3326862, 1.8110806605658512, 2.3050117498110834
703, 4233432, 3326268, 1.8114040806607972, 2.3054233753864692
704, 4232620, 3325630, 1.811751586487802, 2.3058656555299297
705, 4231836, 3325014, 1.8120872358947748, 2.3062928456842586
706, 4231360, 3324640, 1.8122910837177646, 2.306552288368064
707, 4230380, 3323870, 1.8127109148587124, 2.3070866189110886
708, 4229120, 3322880, 1.8132509836561743, 2.3077739791987675
709, 4228364, 3322286, 1.813575179431099, 2.308186592003217
710, 4227188, 3321362, 1.8140797144579328, 2.3088287274919144
711, 4226572, 3320878, 1.8143441067607509, 2.3091652267864102
712, 4225508, 3320042, 1.8148009659430298, 2.3097466839274925
713, 4224892, 3319558, 1.8150655685399768, 2.3100834508690613
714, 4223380, 3318370, 1.8157153748893067, 2.310910477131845
715, 4222176, 3317424, 1.816233146131284, 2.311569458712543
716, 4221140, 3316610, 1.816678906646072, 2.312136790276819
717, 4220356, 3315994, 1.8170163843997995, 2.3125663074179266
718, 4219628, 3315422, 1.8173298688889163, 2.3129652876768025
719, 4218956, 3314894, 1.817619335209943, 2.3133336993581093
720, 4218340, 3314410, 1.8178847603559694, 2.3136715131803247
721, 4217696, 3313904, 1.8181623331790626, 2.3140247876824436
722, 4217024, 3313376, 1.8184520647736413, 2.3143935369846345
723, 4215932, 3312518, 1.8189230756093788, 2.3149930053210275
724, 4214952, 3311748, 1.8193459854347096, 2.3155312541896302
725, 4214392, 3311308, 1.8195877364991202, 2.315838937362517
726, 4213748, 3310802, 1.8198658296604353, 2.3161928741132813
727, 4213048, 3310252, 1.8201682012642628, 2.316577710699971
728, 4212432, 3309768, 1.8204343714035027, 2.3169164726953673
729, 4211620, 3309130, 1.8207853510050764, 2.317363174006461
730, 4210976, 3308624, 1.821063810385051, 2.3177175768537013
731, 4210388, 3308162, 1.8213181303005803, 2.318041256746193
732, 4209744, 3307656, 1.8215967526766472, 2.3183958670430056
733, 4209268, 3307282, 1.8218027457505677, 2.3186580400461767
734, 4208764, 3306886, 1.8220209068505624, 2.318935699627988
735, 4207980, 3306270, 1.8223603724352302, 2.3193677467357476
736, 4207168, 3305632, 1.8227120951671052, 2.319815393849043
737, 4206720, 3305280, 1.8229062072113191, 2.3200624455416787
738, 4206048, 3304752, 1.8231974528108095, 2.320433121759212
739, 4205292, 3304158, 1.8235252153714891, 2.320850274109168
740, 4204592, 3303608, 1.823828804316804, 2.321236660039569
741, 4203864, 3303036, 1.8241446440703124, 2.3216386379076703
742, 4203024, 3302376, 1.824509210511289, 2.3221026315598223
743, 4202464, 3301936, 1.8247523357725373, 2.322412063710502
744, 4201876, 3301474, 1.8250076870426448, 2.322737056236093
745, 4201428, 3301122, 1.8252022883648131, 2.3229847306461258
746, 4200476, 3300374, 1.8256159540014036, 2.3235112141836045
747, 4199944, 3299956, 1.825847201772214, 2.3238055295282725
748, 4199188, 3299362, 1.8261759178203023, 2.3242238954076577
749, 4198432, 3298768, 1.826504752250364, 2.3246424119550086
750, 4197816, 3298284, 1.826772778987931, 2.3249835368937304
751, 4197144, 3297756, 1.8270652615206913, 2.3253557873899706
752, 4196500, 3297250, 1.8273456451805075, 2.325712639320646
753, 4195688, 3296612, 1.827699295085812, 2.3261627392001243
754, 4195212, 3296238, 1.8279066707475093, 2.3264266718604665
755, 4194708, 3295842, 1.828126296276165, 2.3267061952605737
756, 4194064, 3295336, 1.8284070057109285, 2.327063461813909
757, 4193364, 3294786, 1.828712222454335, 2.3274519194873355
758, 4192804, 3294346, 1.828956469226799, 2.327762779015926
759, 4192272, 3293928, 1.8291885641008025, 2.3280581724919305
760, 4191684, 3293466, 1.8294451585567997, 2.3283847472541086
761, 4190928, 3292872, 1.829775171513326, 2.328804763744233
762, 4190116, 3292234, 1.8301297625173145, 2.329256061385673
763, 4189416, 3291684, 1.830435554740804, 2.329645251488296
764, 4188800, 3291200, 1.8307047364400306, 2.329987846378221
765, 4188212, 3290738, 1.8309617564726905, 2.330314962783424
766, 4187624, 3290276, 1.831218848683645, 2.330642171051912
767, 4186952, 3289748, 1.8315127567739014, 2.3310162358940563
768, 4186476, 3289374, 1.8317209987588607, 2.331281271147641
769, 4185748, 3288802, 1.832039578111248, 2.331686735777952
770, 4185188, 3288362, 1.8322847145695724, 2.3319987276340015
771, 4184208, 3287592, 1.8327138612611993, 2.3325449143324355
772, 4183508, 3287042, 1.8330205177090615, 2.3329352043569873
773, 4182640, 3286360, 1.8334009142551115, 2.3334193454155967
774, 4181772, 3285678, 1.8337814687170892, 2.333903687458114
775, 4181128, 3285172, 1.834063917679631, 2.334263167955894
776, 4180428, 3284622, 1.8343710261245978, 2.334654033249488
777, 4179728, 3284072, 1.8346782374355461, 2.3350450294634224
778, 4179196, 3283654, 1.8349117868604392, 2.3353422741860137
779, 4178580, 3283170, 1.8351822868055656, 2.335686546843447
780, 4177992, 3282708, 1.8354405657071626, 2.3360152654454795
781, 4177152, 3282048, 1.8358096617025188, 2.336485023985024
782, 4176704, 3281696, 1.8360065736044497, 2.3367356391329364
783, 4176088, 3281212, 1.8362773964533314, 2.3370803227587853
784, 4175444, 3280706, 1.836560614871137, 2.3374407825632653
785, 4174800, 3280200, 1.8368439206668583, 2.3378013535760016
786, 4174240, 3279760, 1.8370903445896738, 2.338114984023221
787, 4173680, 3279320, 1.8373368346399341, 2.3384286986326432
788, 4173148, 3278902, 1.8375710614624738, 2.338726805497694
789, 4172560, 3278440, 1.8378300132292884, 2.33905638047364
790, 4171916, 3277934, 1.8381137108225574, 2.3394174501378
791, 4171132, 3277318, 1.8384592000444964, 2.3398571636929955
792, 4170348, 3276702, 1.8388048191661703, 2.3402970425751257
793, 4169928, 3276372, 1.8389900257270628, 2.340532760016262
794, 4169396, 3275954, 1.8392246742693665, 2.3408314036155575
795, 4168836, 3275514, 1.8394717374346221, 2.3411458476440643
796, 4168276, 3275074, 1.8397188669848157, 2.341460376162493
797, 4167716, 3274634, 1.8399660629467074, 2.3417749892049002
798, 4167100, 3274150, 1.8402380552422548, 2.342121161217415
799, 4166484, 3273666, 1.84051012796401, 2.342467435590558
800, 4165980, 3273270, 1.8407327927642476, 2.342750827154497
801, 4164916, 3272434, 1.8412030398692314, 2.3433493234699307
802, 4164328, 3271972, 1.8414630163618235, 2.3436802026423207
803, 4163964, 3271686, 1.8416239909855128, 2.3438850794361072
804, 4163432, 3271268, 1.8418593122212636, 2.3441845791906992
805, 4162564, 3270586, 1.8422433865281111, 2.3446734010357777
806, 4162032, 3270168, 1.842478866092332, 2.344973102299331
807, 4161136, 3269464, 1.8428755993555606, 2.3454780355434406
808, 4160520, 3268980, 1.8431484525972714, 2.3458253033056184
809, 4160044, 3268606, 1.8433593490838078, 2.3460937170157554
810, 4159456, 3268144, 1.8436199349145657, 2.346425371709447
811, 4158812, 3267638, 1.8439054229909888, 2.3467887201703492
812, 4158028, 3267022, 1.8442530930527645, 2.347231209339882
813, 4157412, 3266538, 1.8445263543762322, 2.3475789964788407
814, 4156824, 3266076, 1.8447872702813495, 2.347911071267172
815, 4156348, 3265702, 1.8449985419892656, 2.3481799625317925
816, 4155760, 3265240, 1.845259591506728, 2.3485122073721993
817, 4155284, 3264866, 1.84547097141856, 2.3487812363508946
818, 4154640, 3264360, 1.8457570331003408, 2.349145314854979
819, 4154164, 3263986, 1.84596852700086, 2.349414488910185
820, 4153772, 3263678, 1.8461427348443775, 2.349636207983753
821, 4153128, 3263172, 1.8464290048368361, 2.3500005516105187
822, 4152568, 3262732, 1.8466780074402154, 2.3503174640148194
823, 4151896, 3262204, 1.8469768992286897, 2.3506978717456053
824, 4151504, 3261896, 1.8471512974574997, 2.350919833127727
825, 4150776, 3261324, 1.8474752672753239, 2.351332158350412
826, 4150440, 3261060, 1.8476248301384914, 2.351522511085353
827, 4149880, 3260620, 1.8478741553972644, 2.351839834141973
828, 4149208, 3260092, 1.8481734345446168, 2.3522207348749666
829, 4148648, 3259652, 1.8484229078967414, 2.3525382464140345
830, 4148004, 3259146, 1.848709885525665, 2.352903490669028
831, 4147444, 3258706, 1.8489595037329014, 2.3532211865691472
832, 4146940, 3258310, 1.8491842177605655, 2.3535071862407198
833, 4146380, 3257870, 1.8494339640843338, 2.353825045198243
834, 4145736, 3257364, 1.8497212557673717, 2.354190689158473
835, 4145260, 3256990, 1.849933659167338, 2.3544610207584302
836, 4144952, 3256748, 1.8500711226571502, 2.3546359742909186
837, 4144336, 3256264, 1.8503461109330903, 2.3549859593693876
838, 4143720, 3255780, 1.850621180967826, 2.3553360485045056
839, 4143272, 3255428, 1.8508212832756334, 2.3555907241689877
840, 4142628, 3254922, 1.8511090061670998, 2.3559569169399452
841, 4142236, 3254614, 1.8512841856427302, 2.356179872636202
842, 4141312, 3253888, 1.851697239908512, 2.356705578065379
843, 4140780, 3253470, 1.8519351426542825, 2.3570083633781778
844, 4140080, 3252920, 1.8522482657339954, 2.3574068836614486
845, 4139604, 3252546, 1.8524612499166586, 2.3576779544393838
846, 4138904, 3251996, 1.8527745509439213, 2.3580767012013544
847, 4138484, 3251666, 1.8529625824335674, 2.3583160140063586
848, 4137532, 3250918, 1.8533889284723357, 2.3588586362375183
849, 4136776, 3250324, 1.8537276371744567, 2.3592897200402176
850, 4136300, 3249950, 1.8539409617290816, 2.359561224018831
851, 4134900, 3248850, 1.8545686715519119, 2.360360127429706
852, 4134368, 3248432, 1.8548073127500986, 2.360663852591035
853, 4133696, 3247904, 1.85510884206289, 2.361047617170951
854, 4133136, 3247464, 1.8553601913897826, 2.3613675163142687
855, 4132240, 3246760, 1.8557624920140166, 2.3618795352905666
856, 4131708, 3246342, 1.856001440566468, 2.3621836516300503
857, 4131372, 3246078, 1.8561523871488697, 2.3623757654621977
858, 4130560, 3245440, 1.8565172761078401, 2.3628401695917964
859, 4130084, 3245066, 1.8567312432386363, 2.363112491394628
860, 4129328, 3244472, 1.8570711747771065, 2.363545131534499
861, 4128684, 3243966, 1.8573608442787097, 2.3639138018092667
862, 4128124, 3243526, 1.8576128042665385, 2.3642344781574125
863, 4127704, 3243196, 1.857801819122689, 2.364475042519786
864, 4127312, 3242888, 1.8579782676957788, 2.364699613430991
865, 4126752, 3242448, 1.858230395235769, 2.3650205030273423
866, 4125940, 3241810, 1.8585961017368164, 2.365485947665039
867, 4125520, 3241480, 1.858785316760069, 2.3657267667855426
868, 4125072, 3241128, 1.8589871885872538, 2.3659836945655957
869, 4124736, 3240864, 1.8591386212353955, 2.366176427026867
870, 4124148, 3240402, 1.8594036877435047, 2.366513784400824
871, 4123504, 3239896, 1.8596940854186148, 2.3668833814418733
872, 4122916, 3239434, 1.8599593103521876, 2.367220940448239
873, 4122552, 3239148, 1.8601235351306666, 2.3674299538026666
874, 4122076, 3238774, 1.8603383343732625, 2.367703334656879
875, 4121432, 3238268, 1.8606290240867738, 2.3680733033831665
876, 4121068, 3237982, 1.8607933671562809, 2.368282467289812
877, 4120564, 3237586, 1.8610209670326683, 2.3685721398597597
878, 4120004, 3237146, 1.8612739210932805, 2.368894081391448
879, 4119304, 3236596, 1.8615902103850552, 2.3692966313991612
880, 4118968, 3236332, 1.8617420674304825, 2.369489904002432
881, 4118604, 3236046, 1.8619066071902033, 2.369699318242077
882, 4117988, 3235562, 1.8621851253573347, 2.3700537959093353
883, 4117540, 3235210, 1.8623877363668597, 2.3703116644669127
884, 4116784, 3234616, 1.8627297424397296, 2.370746944923292
885, 4116196, 3234154, 1.862995834017622, 2.371085606931519
886, 4115272, 3233428, 1.8634141315567962, 2.371617985617741
887, 4114712, 3232988, 1.8636677366483974, 2.371940755734324
888, 4113928, 3232372, 1.8640228997687855, 2.3723927815239088
889, 4113396, 3231954, 1.864263980419099, 2.3726996114424894
890, 4112752, 3231448, 1.864555898337658, 2.3730711433388376
891, 4112192, 3231008, 1.8648098143277356, 2.3733943091443908
892, 4111772, 3230678, 1.8650002967090589, 2.3736367412660746
893, 4111324, 3230326, 1.8652035208122737, 2.3738953901247117
894, 4110792, 3229908, 1.8654449069668326, 2.3742026088668777
895, 4110176, 3229424, 1.865724484790919, 2.374558435188442
896, 4109532, 3228918, 1.8660168603140213, 2.3749305494905726
897, 4108916, 3228434, 1.8662966096167457, 2.3752865940576764
898, 4108412, 3228038, 1.8665255578067632, 2.3755779826631533
899, 4107936, 3227664, 1.8667418382370125, 2.3758532486652886
900, 4106928, 3226872, 1.8672000093500543, 2.3764363755364326
901, 4106340, 3226410, 1.8674673797103991, 2.3767766650859623
902, 4105752, 3225948, 1.8677348266529494, 2.377117052103754
903, 4105360, 3225640, 1.8679131671765692, 2.3773440309519973
904, 4104744, 3225156, 1.8681934853915372, 2.377700799589229
905, 4103876, 3224474, 1.8685886220733765, 2.378203700820661
906, 4103204, 3223946, 1.8688946491570977, 2.378593189836306
907, 4102728, 3223572, 1.869111478996414, 2.378869155086345
908, 4101972, 3222978, 1.869455959231316, 2.3793075844762206
909, 4101720, 3222780, 1.8695708141950207, 2.379453763520935
910, 4101468, 3222582, 1.8696856832724282, 2.379599960528545
911, 4100768, 3222032, 1.870004838118128, 2.3800061576048903
912, 4100096, 3221504, 1.8703113292957043, 2.3803962372854417
913, 4099788, 3221262, 1.870451837997477, 2.3805750665422436
914, 4099144, 3220756, 1.8707456971504295, 2.3809490691005464
915, 4098472, 3220228, 1.8710524312475478, 2.3813394579514244
916, 4097940, 3219810, 1.8712953337530565, 2.381648606594799
917, 4097492, 3219458, 1.8714999321536199, 2.3819090045591524
918, 4097128, 3219172, 1.8716662013000327, 2.3821206198364053
919, 4096736, 3218864, 1.8718452934238379, 2.3823485552667027
920, 4096064, 3218336, 1.8721523882439337, 2.382739403219552
921, 4095672, 3218028, 1.8723315734267783, 2.382967457088627
922, 4095168, 3217632, 1.8725620047822213, 2.3832607333591906
923, 4094608, 3217192, 1.872818106153263, 2.3835866805586985
924, 4094132, 3216818, 1.8730358474030637, 2.3838638057857175
925, 4093628, 3216422, 1.8732664521544216, 2.384157302741991
926, 4093012, 3215938, 1.873548379530771, 2.3845161194027993
927, 4092648, 3215652, 1.873715012871862, 2.3847281982005515
928, 4092004, 3215146, 1.8740098983285451, 2.385103506963603
929, 4091472, 3214728, 1.8742535693755207, 2.3854136337506624
930, 4091052, 3214398, 1.8744459860202216, 2.3856585276621005
931, 4090492, 3213958, 1.8747026030120582, 2.385985131106256
932, 4089708, 3213342, 1.875061984865423, 2.3864425261923565
933, 4088980, 3212770, 1.875395819984446, 2.3868674072529315
934, 4088336, 3212264, 1.8756912347713104, 2.3872433897089405
935, 4087664, 3211736, 1.8759995929215316, 2.387635845536495
936, 4087160, 3211340, 1.8762309280771978, 2.387930272098252
937, 4086684, 3210966, 1.8764494636727478, 2.38820840831077
938, 4086292, 3210658, 1.8766294723920856, 2.3884375103171998
939, 4085452, 3209998, 1.8770153216828884, 2.388928591232767
940, 4085032, 3209668, 1.8772083058345688, 2.389174207425815
941, 4084500, 3209250, 1.8774528094013956, 2.3894853937835943
942, 4084052, 3208898, 1.8776587565486433, 2.389747508334637
943, 4083688, 3208612, 1.8778261218780672, 2.3899605187539037
944, 4083100, 3208150, 1.878096544292327, 2.390304692735689
945, 4082708, 3207842, 1.878276869176047, 2.3905341971331504
946, 4082176, 3207424, 1.8785216511977925, 2.3908457378880996
947, 4081616, 3206984, 1.8787793854198924, 2.391173763261681
948, 4080916, 3206434, 1.8791016526681754, 2.391583921577678
949, 4080524, 3206126, 1.8792821706231846, 2.391813671702235
950, 4080076, 3205774, 1.8794885193315027, 2.3920762973310032
951, 4079712, 3205488, 1.8796562110266608, 2.392289723124841
952, 4079320, 3205180, 1.879836835551023, 2.3925196088831204
953, 4078788, 3204762, 1.8800820243660616, 2.3928316673749874
954, 4078284, 3204366, 1.8803143675133953, 2.3931273768352304
955, 4077920, 3204080, 1.8804822066151372, 2.3933409902374474
956, 4077640, 3203860, 1.8806113340069255, 2.3935053341906327
957, 4077304, 3203596, 1.880766310287386, 2.3937025767294005
958, 4076968, 3203332, 1.8809213121123345, 2.393899851779335
959, 4076436, 3202914, 1.881166783925959, 2.3942122704512205
960, 4075904, 3202496, 1.8814123198191126, 2.3945247706788706
961, 4075260, 3201990, 1.8817096332503938, 2.3949031695914105
962, 4074700, 3201550, 1.8819682430608389, 2.3952323093501584
963, 4074140, 3201110, 1.8822269239643212, 2.3955615395909544
964, 4073524, 3200626, 1.882511555105604, 2.395923797407132
965, 4072936, 3200164, 1.8827833287829714, 2.396269691178327
966, 4072488, 3199812, 1.8829904471173395, 2.3965332963311594
967, 4072040, 3199460, 1.883197611025432, 2.3967969594869136
968, 4071368, 3198932, 1.8835084423712127, 2.3971925630179074
969, 4071060, 3198690, 1.8836509410325566, 2.397373924950527
970, 4070500, 3198250, 1.8839100847561725, 2.3977037442351286
971, 4069660, 3197590, 1.8842989340632879, 2.3981986433532754
972, 4068960, 3197040, 1.8846230977940308, 2.398611215374221
973, 4068400, 3196600, 1.8848825090944843, 2.398941375211162
974, 4067952, 3196248, 1.885090089558579, 2.3992055685291005
975, 4067644, 3196006, 1.885232827651584, 2.399387235192925
976, 4067336, 3195764, 1.8853755873623423, 2.399568929370254
977, 4066860, 3195390, 1.8855962585385284, 2.3998497835944907
978, 4066356, 3194994, 1.8858299666827008, 2.4001472303234372
979, 4066020, 3194730, 1.885985804300028, 2.4003455691091267
980, 4065656, 3194444, 1.8861546574525734, 2.400560473121457
981, 4065236, 3194114, 1.8863495255871985, 2.4008084871109796
982, 4064816, 3193784, 1.8865444339916002, 2.4010565523529457
983, 4064312, 3193388, 1.8867783772505655, 2.4013542983189016
984, 4063780, 3192970, 1.887025380310942, 2.40166866585029
985, 4063444, 3192706, 1.887181415567681, 2.4018672561770487
986, 4062828, 3192222, 1.8874675472355709, 2.402231423754363
987, 4062212, 3191738, 1.8877537656823424, 2.402595701777527
988, 4061652, 3191298, 1.8880140396075291, 2.402926959500492
989, 4061232, 3190968, 1.8882092921556808, 2.4031754627435937
990, 4060896, 3190704, 1.8883655232736816, 2.403374302348322
991, 4060224, 3190176, 1.888678063082234, 2.4037720802864797
992, 4059916, 3189934, 1.888821345072164, 2.4039544391827543
993, 4059468, 3189582, 1.8890297940518315, 2.404219737884149
994, 4059020, 3189230, 1.889238289045139, 2.4044850951483587
995, 4058712, 3188988, 1.8893816560524619, 2.404667562248588
996, 4058068, 3188482, 1.8896814937551565, 2.405049173870199
997, 4057844, 3188306, 1.88978580743863, 2.4051819367400746
998, 4057564, 3188086, 1.8899162157392957, 2.4053479109409217
999, 4057004, 3187646, 1.8901770863425327, 2.4056799280723142
1000, 4056332, 3187118, 1.8904902261451972, 2.406078469639342
